Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDR)   (SDE)   (SDC)
2017 191 69270   4208830.074   2334850.505   4171267.352      7.553   2.282   0.144   2.427   0.588  12.050  33.125
2017 191 69300   4208830.074   2334850.505   4171267.352      7.578   2.282   0.144   2.427   0.588  12.050  33.126
2017 191 69330   4208830.074   2334850.505   4171267.352      7.630   2.282   0.144   2.427   0.588  12.051  33.127
2017 191 69360   4208830.074   2334850.505   4171267.352      7.477   2.282   0.144   2.427   0.588  12.052  33.127
2017 191 69390   4208830.074   2334850.505   4171267.352      7.257   2.282   0.144   2.427   0.590  12.051  33.129
2017 191 69420   4208830.074   2334850.505   4171267.352      7.745   2.282   0.144   2.427   0.591  12.051  33.131
2017 191 69450   4208830.074   2334850.505   4171267.352      7.442   2.282   0.144   2.427   0.592  12.051  33.132
2017 191 69480   4208830.074   2334850.505   4171267.352      7.402   2.282   0.144   2.427   0.591  12.051  33.132
2017 191 69510   4208830.074   2334850.505   4171267.352      7.307   2.282   0.144   2.427   0.590  12.051  33.133
2017 191 69540   4208830.074   2334850.505   4171267.352      7.414   2.282   0.144   2.427   0.589  12.051  33.134
2017 191 69570   4208830.074   2334850.505   4171267.352      7.388   2.282   0.144   2.427   0.589  12.051  33.134
2017 191 69600   4208830.074   2334850.505   4171267.352      7.083   2.282   0.144   2.426   0.588  12.051  33.135
2017 191 69630   4208830.074   2334850.505   4171267.352      7.128   2.282   0.144   2.426   0.589  12.050  33.135
2017 191 69660   4208830.074   2334850.505   4171267.352      7.280   2.282   0.144   2.426   0.590  12.050  33.136
2017 191 69690   4208830.074   2334850.505   4171267.352      7.285   2.282   0.144   2.427   0.589  12.049  33.138
2017 191 69720   4208830.074   2334850.505   4171267.352      7.073   2.282   0.144   2.427   0.589  12.049  33.140
2017 191 69750   4208830.074   2334850.505   4171267.352      7.475   2.282   0.144   2.427   0.588  12.049  33.142
2017 191 69780   4208830.074   2334850.505   4171267.352      7.417   2.282   0.144   2.427   0.588  12.048  33.143
2017 191 69810   4208830.074   2334850.505   4171267.352      7.192   2.282   0.144   2.427   0.587  12.047  33.143
2017 191 69840   4208830.074   2334850.505   4171267.352      7.266   2.282   0.145   2.427   0.586  12.045  33.144
2017 191 69870   4208830.074   2334850.505   4171267.352      7.370   2.282   0.145   2.427   0.585  12.044  33.143
2017 191 69900   4208830.074   2334850.505   4171267.352      7.344   2.282   0.145   2.427   0.585  12.043  33.143
2017 191 69930   4208830.074   2334850.505   4171267.352      7.483   2.282   0.145   2.427   0.585  12.042  33.143
2017 191 69960   4208830.074   2334850.504   4171267.352      7.450   2.282   0.145   2.428   0.586  12.043  33.143
2017 191 69990   4208830.074   2334850.504   4171267.352      7.404   2.282   0.145   2.428   0.586  12.043  33.143
2017 191 70020   4208830.074   2334850.504   4171267.352      7.183   2.282   0.145   2.428   0.586  12.044  33.143
2017 191 70050   4208830.074   2334850.504   4171267.352      7.169   2.282   0.146   2.428   0.586  12.044  33.143
2017 191 70080   4208830.074   2334850.504   4171267.352      7.228   2.282   0.146   2.428   0.586  12.045  33.143
2017 191 70110   4208830.074   2334850.504   4171267.352      7.061   2.282   0.146   2.428   0.586  12.046  33.143
2017 191 70140   4208830.074   2334850.504   4171267.352      7.119   2.282   0.146   2.428   0.587  12.047  33.143
2017 191 70170   4208830.074   2334850.504   4171267.352      6.944   2.282   0.146   2.428   0.587  12.046  33.144
2017 191 70200   4208830.074   2334850.504   4171267.352      6.815   2.282   0.145   2.428   0.588  12.047  33.146
2017 191 70230   4208830.074   2334850.504   4171267.352      7.164   2.282   0.145   2.428   0.588  12.046  33.146
2017 191 70260   4208830.074   2334850.504   4171267.352      7.070   2.282   0.145   2.428   0.589  12.047  33.148
2017 191 70290   4208830.074   2334850.504   4171267.352      7.226   2.282   0.145   2.427   0.591  12.047  33.148
2017 191 70320   4208830.074   2334850.504   4171267.352      7.235   2.282   0.145   2.427   0.592  12.048  33.150
2017 191 70350   4208830.074   2334850.504   4171267.352      6.981   2.282   0.145   2.427   0.593  12.047  33.151
2017 191 70380   4208830.074   2334850.504   4171267.352      7.043   2.282   0.144   2.427   0.591  12.047  33.153
2017 191 70410   4208830.074   2334850.504   4171267.352      6.946   2.282   0.144   2.427   0.590  12.047  33.154
2017 191 70440   4208830.074   2334850.504   4171267.352      6.784   2.282   0.144   2.426   0.589  12.047  33.155
2017 191 70470   4208830.074   2334850.504   4171267.352      6.793   2.282   0.144   2.426   0.590  12.047  33.156
2017 191 70500   4208830.074   2334850.504   4171267.352      6.463   2.282   0.143   2.426   0.591  12.047  33.157
2017 191 70530   4208830.074   2334850.504   4171267.352      6.386   2.282   0.143   2.426   0.592  12.047  33.159
2017 191 70560   4208830.074   2334850.504   4171267.352      6.910   2.282   0.143   2.425   0.592  12.047  33.158
2017 191 70590   4208830.074   2334850.504   4171267.352      6.706   2.282   0.143   2.425   0.591  12.046  33.159
2017 191 70620   4208830.074   2334850.504   4171267.352      7.204   2.282   0.142   2.425   0.589  12.046  33.159
2017 191 70650   4208830.074   2334850.504   4171267.352      6.823   2.282   0.142   2.425   0.587  12.045  33.159
2017 191 70680   4208830.074   2334850.504   4171267.352      7.059   2.282   0.142   2.425   0.587  12.046  33.160
2017 191 70710   4208830.074   2334850.504   4171267.352      6.530   2.282   0.142   2.424   0.586  12.046  33.161
2017 191 70740   4208830.074   2334850.504   4171267.352      6.711   2.282   0.142   2.424   0.586  12.045  33.162
2017 191 70770   4208830.074   2334850.504   4171267.352      6.717   2.282   0.141   2.424   0.586  12.045  33.162
2017 191 70800   4208830.074   2334850.504   4171267.352      6.756   2.282   0.141   2.424   0.586  12.043  33.162
2017 191 70830   4208830.074   2334850.504   4171267.352      6.901   2.282   0.141   2.423   0.588  12.043  33.163
2017 191 70860   4208830.074   2334850.504   4171267.352      6.722   2.282   0.141   2.423   0.589  12.042  33.164
2017 191 70890   4208830.074   2334850.504   4171267.352      6.853   2.282   0.141   2.423   0.589  12.042  33.163
2017 191 70920   4208830.074   2334850.504   4171267.352      7.187   2.282   0.140   2.423   0.590  12.042  33.163
2017 191 70950   4208830.074   2334850.504   4171267.352      6.815   2.282   0.140   2.423   0.591  12.043  33.165
2017 191 70980   4208830.074   2334850.504   4171267.352      6.820   2.282   0.140   2.422   0.591  12.043  33.167
2017 191 71010   4208830.074   2334850.504   4171267.352      6.684   2.282   0.140   2.422   0.592  12.043  33.169
2017 191 71040   4208830.074   2334850.504   4171267.352      7.068   2.282   0.139   2.422   0.592  12.043  33.172
2017 191 71070   4208830.074   2334850.504   4171267.352      6.956   2.282   0.139   2.422   0.593  12.043  33.173
2017 191 71100   4208830.074   2334850.504   4171267.352      7.116   2.282   0.139   2.421   0.594  12.044  33.174
2017 191 71130   4208830.074   2334850.504   4171267.352      7.287   2.282   0.139   2.421   0.596  12.044  33.175
2017 191 71160   4208830.074   2334850.504   4171267.352      7.062   2.282   0.138   2.421   0.597  12.045  33.175
2017 191 71190   4208830.074   2334850.504   4171267.352      7.116   2.282   0.138   2.420   0.596  12.045  33.176
2017 191 71220   4208830.074   2334850.504   4171267.352      7.282   2.282   0.138   2.420   0.596  12.046  33.177
2017 191 71250   4208830.074   2334850.504   4171267.352      6.906   2.282   0.138   2.420   0.596  12.046  33.177
2017 191 71280   4208830.074   2334850.504   4171267.352      6.879   2.282   0.137   2.420   0.596  12.046  33.179
2017 191 71310   4208830.074   2334850.504   4171267.352      6.696   2.282   0.137   2.420   0.596  12.046  33.178
2017 191 71340   4208830.074   2334850.504   4171267.352      6.746   2.282   0.137   2.420   0.596  12.047  33.178
2017 191 71370   4208830.074   2334850.504   4171267.352      6.961   2.282   0.137   2.420   0.596  12.047  33.178
2017 191 71400   4208830.074   2334850.504   4171267.352      6.807   2.282   0.137   2.419   0.596  12.047  33.178
2017 191 71430   4208830.074   2334850.504   4171267.352      6.814   2.282   0.137   2.419   0.597  12.047  33.178
2017 191 71460   4208830.074   2334850.504   4171267.352      5.927   2.282   0.136   2.419   0.598  12.047  33.178
2017 191 71490   4208830.074   2334850.504   4171267.352      5.941   2.282   0.136   2.419   0.597  12.047  33.177
2017 191 71520   4208830.074   2334850.504   4171267.352      6.040   2.282   0.136   2.418   0.597  12.046  33.176
2017 191 71550   4208830.074   2334850.504   4171267.352      6.078   2.282   0.136   2.418   0.597  12.046  33.175
2017 191 71580   4208830.074   2334850.505   4171267.352      6.412   2.282   0.136   2.418   0.596  12.046  33.177
2017 191 71610   4208830.074   2334850.505   4171267.352      6.452   2.282   0.135   2.418   0.596  12.045  33.176
2017 191 71640   4208830.074   2334850.505   4171267.352      6.725   2.282   0.135   2.418   0.597  12.044  33.176
2017 191 71670   4208830.074   2334850.505   4171267.352      6.792   2.282   0.135   2.418   0.597  12.045  33.177
2017 191 71700   4208830.074   2334850.505   4171267.352      6.531   2.282   0.135   2.418   0.597  12.045  33.179
2017 191 71730   4208830.074   2334850.505   4171267.352      6.419   2.282   0.135   2.418   0.597  12.046  33.181
2017 191 71760   4208830.074   2334850.505   4171267.352      6.232   2.282   0.135   2.418   0.598  12.046  33.183
2017 191 71790   4208830.074   2334850.505   4171267.352      6.186   2.282   0.135   2.418   0.598  12.045  33.184
2017 191 71820   4208830.074   2334850.505   4171267.352      6.303   2.282   0.135   2.418   0.599  12.044  33.185
2017 191 71850   4208830.074   2334850.505   4171267.352      6.138   2.282   0.135   2.417   0.599  12.042  33.186
2017 191 71880   4208830.074   2334850.505   4171267.352      5.999   2.282   0.135   2.417   0.600  12.041  33.187
2017 191 71910   4208830.074   2334850.505   4171267.352      5.747   2.282   0.135   2.417   0.599  12.041  33.188
2017 191 71940   4208830.074   2334850.505   4171267.352      5.758   2.282   0.135   2.417   0.598  12.040  33.189
2017 191 71970   4208830.074   2334850.505   4171267.352      5.804   2.282   0.135   2.417   0.597  12.041  33.190
2017 191 72000   4208830.074   2334850.505   4171267.352      5.620   2.282   0.135   2.417   0.597  12.041  33.190
2017 191 72030   4208830.074   2334850.505   4171267.352      5.648   2.282   0.135   2.417   0.597  12.041  33.191
2017 191 72060   4208830.074   2334850.505   4171267.352      6.153   2.282   0.135   2.417   0.598  12.042  33.192
2017 191 72090   4208830.074   2334850.505   4171267.352      6.022   2.282   0.135   2.417   0.599  12.042  33.193
2017 191 72120   4208830.074   2334850.505   4171267.352      5.950   2.282   0.134   2.417   0.598  12.043  33.193
2017 191 72150   4208830.074   2334850.505   4171267.352      5.733   2.282   0.134   2.417   0.598  12.043  33.194
2017 191 72180   4208830.074   2334850.505   4171267.352      5.919   2.282   0.134   2.417   0.598  12.043  33.195
2017 191 72210   4208830.074   2334850.505   4171267.352      6.096   2.282   0.134   2.417   0.597  12.043  33.195
2017 191 72240   4208830.074   2334850.505   4171267.352      5.959   2.282   0.135   2.417   0.597  12.043  33.194
2017 191 72270   4208830.074   2334850.505   4171267.352      6.232   2.282   0.134   2.417   0.597  12.043  33.193
2017 191 72300   4208830.074   2334850.505   4171267.352      6.256   2.282   0.135   2.417   0.597  12.042  33.192
2017 191 72330   4208830.074   2334850.505   4171267.352      6.234   2.282   0.135   2.417   0.598  12.042  33.191
2017 191 72360   4208830.074   2334850.505   4171267.352      6.123   2.282   0.135   2.417   0.598  12.043  33.190
2017 191 72390   4208830.074   2334850.505   4171267.352      6.227   2.282   0.135   2.417   0.597  12.043  33.190
2017 191 72420   4208830.074   2334850.505   4171267.352      6.305   2.282   0.135   2.417   0.596  12.044  33.190
2017 191 72450   4208830.074   2334850.505   4171267.352      6.137   2.282   0.135   2.417   0.596  12.044  33.189
2017 191 72480   4208830.074   2334850.505   4171267.352      5.958   2.282   0.135   2.417   0.596  12.044  33.188
2017 191 72510   4208830.074   2334850.505   4171267.352      5.863   2.282   0.135   2.417   0.597  12.044  33.188
2017 191 72540   4208830.074   2334850.505   4171267.352      5.997   2.282   0.135   2.417   0.598  12.044  33.188
2017 191 72570   4208830.074   2334850.505   4171267.352      6.085   2.282   0.134   2.417   0.598  12.044  33.187
2017 191 72600   4208830.074   2334850.505   4171267.352      5.778   2.282   0.134   2.417   0.597  12.044  33.188
2017 191 72630   4208830.073   2334850.505   4171267.352      5.867   2.282   0.134   2.417   0.598  12.044  33.189
2017 191 72660   4208830.073   2334850.505   4171267.352      6.158   2.282   0.134   2.417   0.599  12.044  33.189
2017 191 72690   4208830.073   2334850.505   4171267.352      5.875   2.282   0.134   2.417   0.599  12.045  33.190
2017 191 72720   4208830.073   2334850.505   4171267.352      6.294   2.282   0.134   2.416   0.601  12.046  33.191
2017 191 72750   4208830.073   2334850.505   4171267.352      5.993   2.282   0.134   2.416   0.601  12.046  33.192
2017 191 72780   4208830.073   2334850.505   4171267.352      5.930   2.282   0.134   2.416   0.601  12.046  33.193
2017 191 72810   4208830.073   2334850.505   4171267.352      5.915   2.282   0.134   2.416   0.600  12.046  33.195
2017 191 72840   4208830.073   2334850.505   4171267.352      6.190   2.282   0.134   2.416   0.599  12.046  33.196
2017 191 72870   4208830.073   2334850.505   4171267.352      6.455   2.282   0.134   2.416   0.599  12.046  33.197
2017 191 72900   4208830.073   2334850.505   4171267.352      6.442   2.282   0.134   2.416   0.600  12.046  33.198
2017 191 72930   4208830.073   2334850.505   4171267.352      6.431   2.282   0.134   2.416   0.600  12.045  33.198
2017 191 72960   4208830.073   2334850.505   4171267.352      6.218   2.282   0.134   2.417   0.603  12.046  33.198
2017 191 72990   4208830.073   2334850.505   4171267.352      6.164   2.282   0.134   2.417   0.603  12.046  33.198
2017 191 73020   4208830.073   2334850.505   4171267.352      5.412   2.282   0.135   2.417   0.603  12.046  33.198
2017 191 73050   4208830.073   2334850.505   4171267.352      5.225   2.282   0.135   2.417   0.603  12.047  33.197
