Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)
2017 191 50940   4208830.078   2334850.500   4171267.356     11.091   2.282   0.150   2.432
2017 191 50970   4208830.078   2334850.500   4171267.356     11.242   2.282   0.150   2.433
2017 191 51000   4208830.078   2334850.500   4171267.356     11.043   2.282   0.150   2.433
2017 191 51030   4208830.078   2334850.500   4171267.356     11.232   2.282   0.150   2.433
2017 191 51060   4208830.078   2334850.500   4171267.356     11.316   2.282   0.150   2.433
2017 191 51090   4208830.078   2334850.500   4171267.356     11.290   2.282   0.151   2.433
2017 191 51120   4208830.078   2334850.500   4171267.356     10.985   2.282   0.151   2.433
2017 191 51150   4208830.078   2334850.501   4171267.356     11.111   2.282   0.151   2.433
2017 191 51180   4208830.078   2334850.501   4171267.356     11.315   2.282   0.151   2.434
2017 191 51210   4208830.078   2334850.501   4171267.356     11.066   2.282   0.151   2.434
2017 191 51240   4208830.078   2334850.501   4171267.356     11.079   2.282   0.152   2.434
2017 191 51270   4208830.078   2334850.501   4171267.356     11.241   2.282   0.152   2.434
2017 191 51300   4208830.078   2334850.501   4171267.356     10.938   2.282   0.152   2.434
2017 191 51330   4208830.078   2334850.501   4171267.356     10.814   2.282   0.152   2.434
2017 191 51360   4208830.078   2334850.501   4171267.356     10.943   2.282   0.152   2.435
2017 191 51390   4208830.078   2334850.501   4171267.356     10.815   2.282   0.152   2.435
2017 191 51420   4208830.078   2334850.501   4171267.356     10.921   2.282   0.153   2.435
2017 191 51450   4208830.078   2334850.501   4171267.356     11.355   2.282   0.153   2.435
2017 191 51480   4208830.078   2334850.501   4171267.356     11.121   2.282   0.153   2.436
2017 191 51510   4208830.078   2334850.501   4171267.356     11.374   2.282   0.153   2.436
2017 191 51540   4208830.078   2334850.501   4171267.356     10.932   2.282   0.153   2.436
2017 191 51570   4208830.078   2334850.501   4171267.356     10.863   2.282   0.154   2.436
2017 191 51600   4208830.078   2334850.501   4171267.356     10.478   2.282   0.154   2.436
2017 191 51630   4208830.078   2334850.501   4171267.356     10.848   2.282   0.154   2.437
2017 191 51660   4208830.078   2334850.501   4171267.356     10.831   2.282   0.154   2.437
2017 191 51690   4208830.078   2334850.501   4171267.356     10.776   2.282   0.154   2.437
2017 191 51720   4208830.078   2334850.501   4171267.356     10.682   2.282   0.154   2.437
2017 191 51750   4208830.078   2334850.501   4171267.356     10.654   2.282   0.154   2.436
2017 191 51780   4208830.078   2334850.501   4171267.356     10.558   2.282   0.154   2.436
2017 191 51810   4208830.078   2334850.501   4171267.356     10.592   2.282   0.154   2.436
2017 191 51840   4208830.078   2334850.501   4171267.356     10.730   2.282   0.154   2.436
2017 191 51870   4208830.078   2334850.501   4171267.356     10.874   2.282   0.154   2.436
2017 191 51900   4208830.078   2334850.501   4171267.356     10.747   2.282   0.154   2.436
2017 191 51930   4208830.078   2334850.501   4171267.356     10.585   2.282   0.154   2.436
2017 191 51960   4208830.078   2334850.501   4171267.356     10.425   2.282   0.154   2.436
2017 191 51990   4208830.078   2334850.501   4171267.356     10.282   2.282   0.154   2.436
2017 191 52020   4208830.078   2334850.501   4171267.356     10.620   2.282   0.154   2.436
2017 191 52050   4208830.078   2334850.501   4171267.356     10.852   2.282   0.154   2.436
2017 191 52080   4208830.078   2334850.501   4171267.356     11.261   2.282   0.154   2.436
2017 191 52110   4208830.078   2334850.501   4171267.356     11.190   2.282   0.153   2.436
2017 191 52140   4208830.078   2334850.501   4171267.356     11.158   2.282   0.153   2.436
2017 191 52170   4208830.078   2334850.501   4171267.356     10.654   2.282   0.153   2.436
2017 191 52200   4208830.078   2334850.501   4171267.356     10.463   2.282   0.153   2.436
2017 191 52230   4208830.078   2334850.501   4171267.356     10.746   2.282   0.153   2.436
2017 191 52260   4208830.078   2334850.501   4171267.356     12.526   2.282   0.153   2.435
2017 191 52290   4208830.078   2334850.501   4171267.356     10.651   2.282   0.153   2.436
2017 191 52320   4208830.078   2334850.501   4171267.356     10.828   2.282   0.153   2.436
2017 191 52350   4208830.078   2334850.501   4171267.356     10.721   2.282   0.153   2.436
2017 191 52380   4208830.078   2334850.501   4171267.356     11.000   2.282   0.153   2.436
2017 191 52410   4208830.078   2334850.501   4171267.356     10.989   2.282   0.153   2.436
2017 191 52440   4208830.078   2334850.501   4171267.356     10.665   2.282   0.153   2.436
2017 191 52470   4208830.078   2334850.501   4171267.356     10.828   2.282   0.153   2.436
2017 191 52500   4208830.078   2334850.501   4171267.356     10.907   2.282   0.153   2.436
2017 191 52530   4208830.078   2334850.502   4171267.356     10.993   2.282   0.153   2.436
2017 191 52560   4208830.078   2334850.502   4171267.356     11.118   2.282   0.154   2.436
2017 191 52590   4208830.078   2334850.502   4171267.357     11.173   2.282   0.154   2.436
2017 191 52620   4208830.078   2334850.502   4171267.357     10.865   2.282   0.154   2.436
2017 191 52650   4208830.078   2334850.502   4171267.357     10.711   2.282   0.154   2.436
2017 191 52680   4208830.078   2334850.502   4171267.357     10.430   2.282   0.154   2.436
2017 191 52710   4208830.078   2334850.502   4171267.357     10.147   2.282   0.154   2.436
2017 191 52740   4208830.078   2334850.502   4171267.357     10.518   2.282   0.154   2.436
2017 191 52770   4208830.078   2334850.502   4171267.357     10.479   2.282   0.154   2.436
2017 191 52800   4208830.078   2334850.502   4171267.357     10.657   2.282   0.154   2.436
2017 191 52830   4208830.078   2334850.502   4171267.357     10.790   2.282   0.154   2.436
2017 191 52860   4208830.078   2334850.502   4171267.357     10.820   2.282   0.154   2.437
2017 191 52890   4208830.078   2334850.502   4171267.357     10.604   2.282   0.154   2.437
2017 191 52920   4208830.078   2334850.502   4171267.357     10.354   2.282   0.154   2.437
2017 191 52950   4208830.078   2334850.502   4171267.357     10.297   2.282   0.154   2.437
2017 191 52980   4208830.078   2334850.502   4171267.357     10.520   2.282   0.154   2.437
2017 191 53010   4208830.078   2334850.502   4171267.357     10.303   2.282   0.154   2.437
2017 191 53040   4208830.078   2334850.502   4171267.357     10.346   2.282   0.154   2.437
2017 191 53070   4208830.078   2334850.502   4171267.357     10.544   2.282   0.155   2.437
2017 191 53100   4208830.078   2334850.502   4171267.357     10.357   2.282   0.155   2.437
2017 191 53130   4208830.078   2334850.502   4171267.357     10.382   2.282   0.155   2.437
2017 191 53160   4208830.078   2334850.502   4171267.357     10.389   2.282   0.155   2.438
2017 191 53190   4208830.078   2334850.502   4171267.357     10.284   2.282   0.155   2.438
2017 191 53220   4208830.078   2334850.502   4171267.357     10.387   2.282   0.155   2.438
2017 191 53250   4208830.078   2334850.502   4171267.357     10.233   2.282   0.155   2.438
2017 191 53280   4208830.078   2334850.502   4171267.357     10.386   2.282   0.155   2.438
2017 191 53310   4208830.078   2334850.502   4171267.357     10.165   2.282   0.155   2.438
2017 191 53340   4208830.078   2334850.502   4171267.357     10.165   2.282   0.155   2.438
2017 191 53370   4208830.078   2334850.502   4171267.357     10.186   2.282   0.155   2.438
2017 191 53400   4208830.078   2334850.502   4171267.357      9.916   2.282   0.156   2.438
2017 191 53430   4208830.078   2334850.502   4171267.357     10.060   2.282   0.156   2.438
2017 191 53460   4208830.078   2334850.502   4171267.357     10.215   2.282   0.156   2.438
2017 191 53490   4208830.078   2334850.502   4171267.357     10.199   2.282   0.156   2.438
2017 191 53520   4208830.078   2334850.502   4171267.357     10.203   2.282   0.156   2.438
2017 191 53550   4208830.078   2334850.502   4171267.357     10.281   2.282   0.156   2.438
2017 191 53580   4208830.078   2334850.502   4171267.357     10.671   2.282   0.156   2.438
2017 191 53610   4208830.078   2334850.502   4171267.357     10.985   2.282   0.156   2.438
2017 191 53640   4208830.078   2334850.502   4171267.357     11.064   2.282   0.156   2.438
2017 191 53670   4208830.078   2334850.502   4171267.357     10.653   2.282   0.156   2.438
2017 191 53700   4208830.078   2334850.502   4171267.357     10.574   2.282   0.156   2.438
2017 191 53730   4208830.078   2334850.502   4171267.357     10.306   2.282   0.156   2.438
2017 191 53760   4208830.078   2334850.502   4171267.357     10.073   2.282   0.156   2.439
2017 191 53790   4208830.078   2334850.502   4171267.357      9.954   2.282   0.156   2.438
2017 191 53820   4208830.078   2334850.502   4171267.357      9.838   2.282   0.156   2.439
2017 191 53850   4208830.078   2334850.502   4171267.357      9.969   2.282   0.156   2.439
2017 191 53880   4208830.078   2334850.502   4171267.357      9.877   2.282   0.156   2.438
2017 191 53910   4208830.078   2334850.502   4171267.357      9.989   2.282   0.156   2.439
2017 191 53940   4208830.078   2334850.502   4171267.357     10.138   2.282   0.156   2.439
2017 191 53970   4208830.078   2334850.503   4171267.357     10.125   2.282   0.156   2.439
2017 191 54000   4208830.078   2334850.503   4171267.357     10.149   2.282   0.156   2.439
2017 191 54030   4208830.078   2334850.503   4171267.357      9.995   2.282   0.157   2.439
2017 191 54060   4208830.078   2334850.503   4171267.357     10.012   2.282   0.157   2.439
2017 191 54090   4208830.078   2334850.503   4171267.357      9.746   2.282   0.157   2.439
2017 191 54120   4208830.078   2334850.503   4171267.357      9.848   2.282   0.157   2.439
2017 191 54150   4208830.078   2334850.503   4171267.357      9.543   2.282   0.157   2.439
2017 191 54180   4208830.078   2334850.503   4171267.357      9.903   2.282   0.157   2.439
2017 191 54210   4208830.078   2334850.503   4171267.357      9.818   2.282   0.157   2.439
2017 191 54240   4208830.078   2334850.503   4171267.357      9.913   2.282   0.157   2.439
2017 191 54270   4208830.078   2334850.503   4171267.357      9.879   2.282   0.157   2.440
2017 191 54300   4208830.078   2334850.503   4171267.357     10.021   2.282   0.157   2.440
2017 191 54330   4208830.078   2334850.503   4171267.357     10.042   2.282   0.157   2.440
2017 191 54360   4208830.078   2334850.503   4171267.357      9.933   2.282   0.157   2.440
2017 191 54390   4208830.078   2334850.503   4171267.357     10.146   2.282   0.157   2.440
2017 191 54420   4208830.078   2334850.503   4171267.357     10.054   2.282   0.157   2.440
2017 191 54450   4208830.078   2334850.503   4171267.357      9.878   2.282   0.157   2.439
2017 191 54480   4208830.078   2334850.503   4171267.357      9.696   2.282   0.157   2.439
2017 191 54510   4208830.078   2334850.503   4171267.357      9.639   2.282   0.157   2.439
2017 191 54540   4208830.078   2334850.503   4171267.357      9.853   2.282   0.156   2.439
2017 191 54570   4208830.078   2334850.503   4171267.357      9.541   2.282   0.156   2.439
2017 191 54600   4208830.078   2334850.503   4171267.357      9.750   2.282   0.156   2.439
2017 191 54630   4208830.078   2334850.503   4171267.357      9.864   2.282   0.156   2.439
2017 191 54660   4208830.078   2334850.503   4171267.357     10.229   2.282   0.156   2.438
2017 191 54690   4208830.078   2334850.503   4171267.357     10.329   2.282   0.156   2.438
2017 191 54720   4208830.078   2334850.503   4171267.357     10.445   2.282   0.156   2.438
2017 191 54750   4208830.078   2334850.503   4171267.357     10.386   2.282   0.156   2.438
2017 191 54780   4208830.078   2334850.503   4171267.357     10.275   2.282   0.156   2.438
2017 191 54810   4208830.078   2334850.503   4171267.357     10.451   2.282   0.156   2.438
2017 191 54840   4208830.078   2334850.503   4171267.358      9.751   2.282   0.156   2.438
2017 191 54870   4208830.078   2334850.503   4171267.358      9.587   2.282   0.155   2.438
2017 191 54900   4208830.078   2334850.503   4171267.358      9.228   2.282   0.155   2.438
2017 191 54930   4208830.078   2334850.503   4171267.358      9.031   2.282   0.155   2.437
2017 191 54960   4208830.078   2334850.503   4171267.358      9.295   2.282   0.155   2.437
2017 191 54990   4208830.078   2334850.503   4171267.358      9.261   2.282   0.155   2.437
2017 191 55020   4208830.078   2334850.503   4171267.358      9.393   2.282   0.154   2.437
2017 191 55050   4208830.078   2334850.503   4171267.358      9.578   2.282   0.154   2.436
2017 191 55080   4208830.078   2334850.503   4171267.358      9.524   2.282   0.154   2.436
2017 191 55110   4208830.078   2334850.503   4171267.358      9.492   2.282   0.154   2.436
2017 191 55140   4208830.078   2334850.503   4171267.358      9.213   2.282   0.153   2.436
2017 191 55170   4208830.078   2334850.503   4171267.358      9.115   2.282   0.153   2.436
2017 191 55200   4208830.078   2334850.503   4171267.358      9.269   2.282   0.153   2.436
2017 191 55230   4208830.078   2334850.503   4171267.358      9.621   2.282   0.153   2.436
2017 191 55260   4208830.078   2334850.503   4171267.358      9.495   2.282   0.153   2.436
2017 191 55290   4208830.078   2334850.503   4171267.358      9.695   2.282   0.153   2.436
2017 191 55320   4208830.078   2334850.503   4171267.358      9.591   2.282   0.153   2.436
2017 191 55350   4208830.078   2334850.503   4171267.358      9.571   2.282   0.153   2.436
2017 191 55380   4208830.078   2334850.503   4171267.358      9.537   2.282   0.153   2.436
2017 191 55410   4208830.078   2334850.503   4171267.358      9.377   2.282   0.154   2.436
2017 191 55440   4208830.078   2334850.503   4171267.358      9.549   2.282   0.154   2.436
2017 191 55470   4208830.078   2334850.503   4171267.358      9.317   2.282   0.154   2.436
